productId,rating,title,reviewText,reviewDate,helpfulVotes,unhelpfulVotes
7241,3,Ok,"Ok, not terrible.",14-10-2022,27,13
17887,4,Satisfied,Good overall experience. The product matches the description.,15-03-2025,41,35
1156,4,Satisfied,Good overall experience. The product matches the description.,01-06-2024,44,1
452,5,Vera satisfied,Exceptional service. Satisfied with the product.,17-04-2020,29,28
14602,5,Vera satisfied,Exceptional service. Satisfied with the product.,16-12-2020,17,44
11057,2,Unsatisfied,Below-average experience. Expectations were higher.,22-10-2024,6,11
18992,5,Vera satisfied,Exceptional service. Satisfied with the product.,11-06-2022,31,46
16412,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,03-10-2024,42,29
17555,3,Ok,"Ok, not terrible.",12-02-2024,21,6
15222,4,Satisfied,Good overall experience. The product matches the description.,22-09-2024,44,42
5454,2,Unsatisfied,Below-average experience. Expectations were higher.,07-02-2022,4,14
15963,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,08-04-2021,35,13
4189,3,Ok,"Ok, not terrible.",03-02-2025,22,13
11501,3,Ok,"Ok, not terrible.",23-02-2021,5,1
4096,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,03-12-2022,38,9
13052,5,Vera satisfied,Exceptional service. Satisfied with the product.,29-03-2024,50,30
3271,4,Satisfied,Good overall experience. The product matches the description.,09-12-2021,23,18
7836,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,07-10-2021,7,15
13937,4,Satisfied,Good overall experience. The product matches the description.,11-02-2023,20,26
14474,2,Unsatisfied,Below-average experience. Expectations were higher.,10-04-2024,2,39
4312,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,30-11-2024,12,45
11364,3,Ok,"Ok, not terrible.",03-12-2020,39,13
10372,3,Ok,"Ok, not terrible.",19-05-2021,36,16
7004,2,Unsatisfied,Below-average experience. Expectations were higher.,14-06-2024,41,5
14363,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,19-07-2024,20,15
8145,3,Ok,"Ok, not terrible.",27-12-2022,22,26
15137,4,Satisfied,Good overall experience. The product matches the description.,03-11-2021,45,20
7468,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,30-07-2023,39,26
3840,3,Ok,"Ok, not terrible.",28-08-2020,38,42
18472,3,Ok,"Ok, not terrible.",12-03-2023,32,41
9995,2,Unsatisfied,Below-average experience. Expectations were higher.,25-04-2020,11,15
18178,2,Unsatisfied,Below-average experience. Expectations were higher.,22-02-2023,37,31
15143,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,16-10-2020,26,43
10294,3,Ok,"Ok, not terrible.",16-12-2021,42,14
19944,3,Ok,"Ok, not terrible.",08-09-2024,23,41
10852,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,06-12-2020,19,23
18849,4,Satisfied,Good overall experience. The product matches the description.,08-10-2023,41,30
2507,2,Unsatisfied,Below-average experience. Expectations were higher.,12-09-2022,10,18
7893,4,Satisfied,Good overall experience. The product matches the description.,08-02-2021,44,35
12862,4,Satisfied,Good overall experience. The product matches the description.,14-03-2025,31,4
9173,3,Ok,"Ok, not terrible.",29-12-2024,47,5
13264,2,Unsatisfied,Below-average experience. Expectations were higher.,10-12-2023,33,37
653,4,Satisfied,Good overall experience. The product matches the description.,30-05-2020,20,3
13657,3,Ok,"Ok, not terrible.",24-12-2021,19,32
15141,2,Unsatisfied,Below-average experience. Expectations were higher.,15-04-2022,8,17
13811,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,17-07-2024,44,38
7693,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,26-09-2020,29,22
1564,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,25-12-2022,20,23
899,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,17-02-2022,41,14
3991,3,Ok,"Ok, not terrible.",11-07-2020,30,13
973,2,Unsatisfied,Below-average experience. Expectations were higher.,18-06-2024,25,30
18531,4,Satisfied,Good overall experience. The product matches the description.,16-10-2021,29,18
370,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,30-01-2022,15,29
12266,5,Vera satisfied,Exceptional service. Satisfied with the product.,07-02-2021,37,39
15192,5,Vera satisfied,Exceptional service. Satisfied with the product.,24-10-2021,49,48
8315,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,26-12-2020,46,30
2210,2,Unsatisfied,Below-average experience. Expectations were higher.,24-10-2020,30,14
2024,4,Satisfied,Good overall experience. The product matches the description.,28-06-2021,12,1
19509,3,Ok,"Ok, not terrible.",27-09-2023,37,12
15575,2,Unsatisfied,Below-average experience. Expectations were higher.,17-02-2022,11,11
13699,3,Ok,"Ok, not terrible.",04-07-2023,49,46
7636,4,Satisfied,Good overall experience. The product matches the description.,11-01-2023,18,13
2685,2,Unsatisfied,Below-average experience. Expectations were higher.,04-12-2022,31,46
16462,4,Satisfied,Good overall experience. The product matches the description.,14-11-2020,33,31
17138,3,Ok,"Ok, not terrible.",15-10-2020,17,48
9265,4,Satisfied,Good overall experience. The product matches the description.,10-10-2022,33,21
4713,4,Satisfied,Good overall experience. The product matches the description.,10-11-2024,44,27
4768,2,Unsatisfied,Below-average experience. Expectations were higher.,26-10-2020,5,36
17480,4,Satisfied,Good overall experience. The product matches the description.,15-06-2024,17,41
11001,2,Unsatisfied,Below-average experience. Expectations were higher.,21-07-2020,3,34
7934,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,16-05-2023,47,13
6007,3,Ok,"Ok, not terrible.",27-09-2020,46,19
137,3,Ok,"Ok, not terrible.",24-06-2020,28,26
2057,2,Unsatisfied,Below-average experience. Expectations were higher.,12-08-2023,17,35
5404,3,Ok,"Ok, not terrible.",13-01-2024,21,15
19039,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,22-08-2024,38,25
1760,3,Ok,"Ok, not terrible.",20-12-2020,22,30
4652,5,Vera satisfied,Exceptional service. Satisfied with the product.,10-01-2021,7,13
18835,5,Vera satisfied,Exceptional service. Satisfied with the product.,12-06-2023,23,24
9785,3,Ok,"Ok, not terrible.",12-02-2024,2,7
19163,2,Unsatisfied,Below-average experience. Expectations were higher.,22-12-2023,21,50
3087,3,Ok,"Ok, not terrible.",25-12-2024,34,12
2285,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,11-09-2021,32,2
15576,2,Unsatisfied,Below-average experience. Expectations were higher.,17-08-2020,5,38
10570,2,Unsatisfied,Below-average experience. Expectations were higher.,31-03-2022,15,3
9519,4,Satisfied,Good overall experience. The product matches the description.,24-12-2021,28,41
2498,2,Unsatisfied,Below-average experience. Expectations were higher.,20-07-2024,31,20
16633,4,Satisfied,Good overall experience. The product matches the description.,22-09-2023,50,10
7142,5,Vera satisfied,Exceptional service. Satisfied with the product.,26-12-2021,49,28
4104,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,13-03-2023,2,2
132,3,Ok,"Ok, not terrible.",31-07-2021,13,38
14309,5,Vera satisfied,Exceptional service. Satisfied with the product.,17-11-2020,20,41
18426,5,Vera satisfied,Exceptional service. Satisfied with the product.,11-12-2024,42,23
5281,5,Vera satisfied,Exceptional service. Satisfied with the product.,02-02-2023,33,41
4048,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,28-11-2021,37,18
7191,5,Vera satisfied,Exceptional service. Satisfied with the product.,23-02-2024,41,33
18245,3,Ok,"Ok, not terrible.",10-06-2023,14,8
4077,5,Vera satisfied,Exceptional service. Satisfied with the product.,02-12-2024,39,20
6317,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,26-07-2021,42,49
9478,2,Unsatisfied,Below-average experience. Expectations were higher.,12-02-2022,14,5
9928,5,Vera satisfied,Exceptional service. Satisfied with the product.,23-11-2024,26,2
5530,5,Vera satisfied,Exceptional service. Satisfied with the product.,12-03-2024,22,32
8513,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,14-04-2020,38,37
17002,3,Ok,"Ok, not terrible.",30-04-2020,47,43
4265,2,Unsatisfied,Below-average experience. Expectations were higher.,19-11-2020,4,4
5698,3,Ok,"Ok, not terrible.",27-09-2020,22,44
1163,4,Satisfied,Good overall experience. The product matches the description.,04-07-2024,11,10
16998,4,Satisfied,Good overall experience. The product matches the description.,20-06-2020,2,35
11973,3,Ok,"Ok, not terrible.",24-02-2023,22,38
2845,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,10-05-2020,42,5
559,2,Unsatisfied,Below-average experience. Expectations were higher.,04-04-2021,41,20
12628,3,Ok,"Ok, not terrible.",06-04-2020,26,16
6098,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,20-09-2021,8,36
19405,3,Ok,"Ok, not terrible.",02-08-2022,49,23
3892,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,08-03-2025,34,14
14970,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,28-10-2021,47,17
8812,5,Vera satisfied,Exceptional service. Satisfied with the product.,19-04-2023,34,36
5054,3,Ok,"Ok, not terrible.",09-09-2021,3,49
18281,3,Ok,"Ok, not terrible.",07-05-2023,9,10
12720,3,Ok,"Ok, not terrible.",10-11-2024,24,47
13836,3,Ok,"Ok, not terrible.",14-05-2021,45,42
6039,5,Vera satisfied,Exceptional service. Satisfied with the product.,03-08-2022,8,23
974,3,Ok,"Ok, not terrible.",12-09-2022,5,49
6840,2,Unsatisfied,Below-average experience. Expectations were higher.,15-09-2022,24,19
558,3,Ok,"Ok, not terrible.",03-06-2021,15,35
6742,2,Unsatisfied,Below-average experience. Expectations were higher.,05-12-2021,29,26
3075,3,Ok,"Ok, not terrible.",16-08-2022,13,13
2989,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,02-07-2024,7,15
18448,5,Vera satisfied,Exceptional service. Satisfied with the product.,19-03-2023,39,33
100,4,Satisfied,Good overall experience. The product matches the description.,17-08-2022,45,4
2009,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,14-07-2021,15,33
9598,5,Vera satisfied,Exceptional service. Satisfied with the product.,01-05-2022,10,18
17595,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,04-08-2023,36,43
7349,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,31-08-2020,20,25
15087,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,17-09-2020,28,19
822,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,10-08-2023,39,34
10837,5,Vera satisfied,Exceptional service. Satisfied with the product.,15-03-2024,17,27
13971,3,Ok,"Ok, not terrible.",31-03-2022,14,42
18456,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,27-03-2022,22,36
11930,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,03-02-2023,47,42
2040,2,Unsatisfied,Below-average experience. Expectations were higher.,31-07-2021,43,27
18260,2,Unsatisfied,Below-average experience. Expectations were higher.,13-07-2020,46,18
6153,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,30-01-2021,12,20
12567,5,Vera satisfied,Exceptional service. Satisfied with the product.,24-12-2024,21,3
6303,5,Vera satisfied,Exceptional service. Satisfied with the product.,22-09-2022,41,31
19561,3,Ok,"Ok, not terrible.",05-12-2022,7,5
720,4,Satisfied,Good overall experience. The product matches the description.,25-06-2023,35,33
8005,5,Vera satisfied,Exceptional service. Satisfied with the product.,01-09-2024,5,3
1213,2,Unsatisfied,Below-average experience. Expectations were higher.,25-02-2024,25,33
13761,3,Ok,"Ok, not terrible.",29-09-2021,30,31
492,2,Unsatisfied,Below-average experience. Expectations were higher.,08-11-2024,46,32
4713,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,07-01-2022,6,18
12277,3,Ok,"Ok, not terrible.",26-07-2024,20,19
17872,4,Satisfied,Good overall experience. The product matches the description.,14-03-2021,26,28
1634,3,Ok,"Ok, not terrible.",21-07-2020,21,32
19101,5,Vera satisfied,Exceptional service. Satisfied with the product.,14-07-2021,12,3
1362,3,Ok,"Ok, not terrible.",02-11-2020,20,26
15811,3,Ok,"Ok, not terrible.",18-08-2022,22,9
11973,2,Unsatisfied,Below-average experience. Expectations were higher.,29-04-2021,46,15
18819,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,11-03-2021,41,50
3539,3,Ok,"Ok, not terrible.",16-11-2022,39,11
11289,2,Unsatisfied,Below-average experience. Expectations were higher.,16-02-2021,30,34
522,3,Ok,"Ok, not terrible.",28-07-2022,6,9
17188,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,08-09-2023,6,28
18463,5,Vera satisfied,Exceptional service. Satisfied with the product.,11-09-2024,26,39
1049,4,Satisfied,Good overall experience. The product matches the description.,09-03-2021,40,10
4094,3,Ok,"Ok, not terrible.",13-12-2020,47,23
12746,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,05-11-2020,12,13
3733,3,Ok,"Ok, not terrible.",26-06-2022,9,7
7348,3,Ok,"Ok, not terrible.",08-07-2023,34,14
12146,4,Satisfied,Good overall experience. The product matches the description.,25-11-2022,49,17
9923,5,Vera satisfied,Exceptional service. Satisfied with the product.,07-08-2022,41,44
10299,4,Satisfied,Good overall experience. The product matches the description.,02-12-2020,28,47
17429,3,Ok,"Ok, not terrible.",28-11-2021,35,40
18627,2,Unsatisfied,Below-average experience. Expectations were higher.,17-09-2024,46,32
14850,5,Vera satisfied,Exceptional service. Satisfied with the product.,28-09-2020,12,26
15164,4,Satisfied,Good overall experience. The product matches the description.,30-11-2020,26,22
8621,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,18-11-2022,8,24
15102,5,Vera satisfied,Exceptional service. Satisfied with the product.,02-12-2024,41,35
10641,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,05-04-2023,14,29
2335,3,Ok,"Ok, not terrible.",12-06-2024,6,22
19908,3,Ok,"Ok, not terrible.",06-10-2024,21,41
19216,2,Unsatisfied,Below-average experience. Expectations were higher.,26-10-2020,25,6
15971,4,Satisfied,Good overall experience. The product matches the description.,30-07-2022,6,40
8742,4,Satisfied,Good overall experience. The product matches the description.,07-05-2024,49,38
19250,4,Satisfied,Good overall experience. The product matches the description.,12-04-2022,8,15
9483,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,09-07-2023,43,35
3250,3,Ok,"Ok, not terrible.",25-12-2023,34,15
4746,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,03-11-2022,28,36
19155,2,Unsatisfied,Below-average experience. Expectations were higher.,05-02-2023,37,46
9809,5,Vera satisfied,Exceptional service. Satisfied with the product.,18-01-2025,17,17
1189,3,Ok,"Ok, not terrible.",05-07-2020,40,40
2901,5,Vera satisfied,Exceptional service. Satisfied with the product.,03-03-2023,48,7
13173,4,Satisfied,Good overall experience. The product matches the description.,21-08-2023,47,20
4395,5,Vera satisfied,Exceptional service. Satisfied with the product.,01-07-2020,42,25
17691,3,Ok,"Ok, not terrible.",15-08-2022,5,27
5172,5,Vera satisfied,Exceptional service. Satisfied with the product.,09-03-2022,39,45
4960,3,Ok,"Ok, not terrible.",15-11-2021,32,43
2409,5,Vera satisfied,Exceptional service. Satisfied with the product.,12-01-2025,4,12
